car_number,lap_number,lap_time_seconds,sector_1,sector_2,sector_3,stint,stint_lap,driver_number,fuel_remaining,tire_life_pct,track_status,weather,track_temp_c,elapsed_time_seconds,class,race_id,race_index
72,1,108.182,35.426,37.838,35.033,1,1,1,117.3,98.5,Green,dry,27.2,108.182,LMGT3,race_008_monza,8
72,2,109.302,36.478,38.084,35.301,1,2,1,114.7,97.1,Green,dry,27.2,217.483,LMGT3,race_008_monza,8
72,3,108.082,35.521,37.865,34.573,1,3,1,112.0,95.6,Green,dry,27.2,325.565,LMGT3,race_008_monza,8
72,4,106.863,35.612,37.416,34.472,1,4,1,109.5,94.2,Green,dry,27.4,432.428,LMGT3,race_008_monza,8
72,5,107.79,35.602,37.251,34.322,1,5,1,106.9,92.7,Green,dry,27.4,540.218,LMGT3,race_008_monza,8
72,6,106.421,35.038,37.602,34.408,1,6,1,104.2,91.2,Green,dry,27.4,646.639,LMGT3,race_008_monza,8
72,7,108.236,35.239,37.896,34.45,1,7,1,101.5,89.8,Green,dry,27.5,754.876,LMGT3,race_008_monza,8
72,8,106.388,34.654,37.511,33.748,1,8,1,99.0,88.3,Green,dry,27.5,861.264,LMGT3,race_008_monza,8
72,9,106.934,35.622,37.894,34.068,1,9,1,96.2,86.8,Green,dry,27.5,968.198,LMGT3,race_008_monza,8
72,10,107.853,35.883,38.197,34.959,1,10,1,93.5,85.4,Green,dry,27.9,1076.051,LMGT3,race_008_monza,8
72,11,107.711,35.871,37.495,34.216,1,11,1,90.9,83.9,Green,dry,27.9,1183.763,LMGT3,race_008_monza,8
72,12,107.919,35.958,37.5,34.518,1,12,1,88.3,82.5,Green,dry,27.9,1291.682,LMGT3,race_008_monza,8
72,13,106.565,34.775,37.077,33.844,1,13,1,85.7,81.0,Green,dry,27.4,1398.246,LMGT3,race_008_monza,8
72,14,106.567,35.341,37.226,34.545,1,14,1,83.2,79.5,Green,dry,27.4,1504.813,LMGT3,race_008_monza,8
72,15,106.595,34.952,37.409,33.9,1,15,1,80.5,78.1,Green,dry,27.0,1611.408,LMGT3,race_008_monza,8
72,16,107.502,35.823,37.686,34.185,1,16,1,78.0,76.6,Green,dry,27.0,1718.91,LMGT3,race_008_monza,8
72,17,106.8,34.969,37.338,34.225,1,17,1,75.4,75.1,Green,dry,27.0,1825.709,LMGT3,race_008_monza,8
72,18,106.706,35.019,37.577,33.686,1,18,1,72.7,73.7,Green,dry,27.2,1932.415,LMGT3,race_008_monza,8
72,19,108.182,36.157,37.399,34.944,1,19,1,70.0,72.2,Green,dry,27.2,2040.597,LMGT3,race_008_monza,8
72,20,106.742,34.783,37.534,34.446,1,20,1,67.4,70.8,Green,dry,27.2,2147.339,LMGT3,race_008_monza,8
72,21,107.839,35.445,37.32,34.235,1,21,1,64.9,69.3,Green,dry,27.7,2255.178,LMGT3,race_008_monza,8
72,22,107.577,35.225,37.954,33.931,1,22,1,62.3,67.8,Green,dry,27.7,2362.755,LMGT3,race_008_monza,8
72,23,106.988,35.437,37.318,33.992,1,23,1,59.7,66.4,Green,dry,27.7,2469.743,LMGT3,race_008_monza,8
72,24,108.748,36.363,37.567,34.928,1,24,1,57.2,64.9,Green,dry,27.6,2578.49,LMGT3,race_008_monza,8
72,25,108.271,36.16,37.849,34.539,1,25,1,54.6,63.4,Green,dry,27.6,2686.762,LMGT3,race_008_monza,8
72,26,107.079,35.089,37.304,34.181,1,26,1,52.0,62.0,Green,dry,27.6,2793.841,LMGT3,race_008_monza,8
72,27,107.494,35.344,37.157,34.156,1,27,1,49.5,60.5,Green,dry,27.5,2901.335,LMGT3,race_008_monza,8
72,28,106.936,35.529,37.871,34.477,1,28,1,47.0,59.1,Green,dry,27.5,3008.27,LMGT3,race_008_monza,8
72,29,109.046,35.766,38.474,34.706,1,29,1,44.3,57.6,Green,dry,27.4,3117.316,LMGT3,race_008_monza,8
72,30,107.365,35.297,37.127,34.109,1,30,1,41.6,56.1,Green,dry,27.4,3224.68,LMGT3,race_008_monza,8
72,31,107.695,35.954,37.982,34.018,1,31,1,39.0,54.7,Green,dry,27.4,3332.375,LMGT3,race_008_monza,8
72,32,108.154,35.911,38.108,34.861,1,32,1,36.5,53.2,Green,dry,27.2,3440.529,LMGT3,race_008_monza,8
72,33,107.844,35.876,37.601,34.168,1,33,1,34.1,51.8,Green,dry,27.2,3548.374,LMGT3,race_008_monza,8
72,34,107.63,35.701,38.168,34.633,1,34,1,31.5,50.3,Green,dry,27.2,3656.004,LMGT3,race_008_monza,8
72,35,108.237,35.973,37.668,34.764,1,35,1,29.0,48.8,Green,dry,27.2,3764.241,LMGT3,race_008_monza,8
72,36,108.661,36.319,37.567,34.585,1,36,1,26.4,47.4,Green,dry,27.2,3872.901,LMGT3,race_008_monza,8
72,37,109.466,35.939,38.565,34.676,1,37,1,23.7,45.9,Green,dry,27.2,3982.367,LMGT3,race_008_monza,8
72,38,108.49,36.07,38.343,34.507,1,38,1,21.2,44.4,Green,dry,26.7,4090.857,LMGT3,race_008_monza,8
72,39,108.447,35.878,37.801,34.362,2,1,1,117.4,98.5,Green,dry,26.7,4296.861,LMGT3,race_008_monza,8
72,40,108.993,36.007,37.683,34.787,2,2,1,114.8,97.1,Green,dry,26.7,4405.854,LMGT3,race_008_monza,8
72,41,108.068,35.811,37.488,34.176,2,3,1,112.3,95.6,Green,dry,26.7,4513.922,LMGT3,race_008_monza,8
72,42,107.735,35.843,37.885,34.712,2,4,1,109.7,94.2,Green,dry,27.2,4621.657,LMGT3,race_008_monza,8
72,43,107.273,35.414,37.697,34.488,2,5,1,107.0,92.7,Green,dry,27.2,4728.93,LMGT3,race_008_monza,8
72,44,106.89,35.737,37.909,33.73,2,6,1,104.5,91.2,Green,dry,27.2,4835.82,LMGT3,race_008_monza,8
72,45,107.982,35.28,37.937,34.665,2,7,1,101.9,89.8,Green,dry,27.5,4943.803,LMGT3,race_008_monza,8
72,46,108.216,35.474,37.839,34.484,2,8,1,99.4,88.3,Green,dry,27.5,5052.018,LMGT3,race_008_monza,8
72,47,107.066,35.813,37.532,34.429,2,9,1,96.8,86.8,Green,dry,27.5,5159.084,LMGT3,race_008_monza,8
