time_minutes,track_temp_c,air_temp_c,condition,humidity_pct,wind_speed_kph,race_id,race_index
0,18.4,10.4,dry,40.03189216227712,18.788156635136836,race_007_barcelona,7
5,18.3,10.3,dry,64.27049493440411,23.528542479345898,race_007_barcelona,7
10,17.9,9.9,dry,63.974407337293364,12.05878628218192,race_007_barcelona,7
15,17.7,9.7,dry,73.23921522423157,19.887350357486774,race_007_barcelona,7
20,17.6,9.6,dry,62.95728315294157,10.567305116522975,race_007_barcelona,7
25,17.4,9.4,dry,57.86713822855237,6.333334772274992,race_007_barcelona,7
30,17.2,9.2,dry,40.97109509207066,20.981886053156188,race_007_barcelona,7
35,17.5,9.5,dry,49.66103884426066,10.167871799426791,race_007_barcelona,7
40,18.0,10.0,dry,64.2927774661934,23.600612763747655,race_007_barcelona,7
45,17.9,9.9,dry,69.96125238439564,14.026498486101378,race_007_barcelona,7
50,17.5,9.5,dry,51.160867590764084,21.48333425756028,race_007_barcelona,7
55,17.3,9.3,dry,49.613550813219405,13.288288817959355,race_007_barcelona,7
60,17.7,9.7,dry,42.21969131595796,8.7067731157829,race_007_barcelona,7
65,17.3,9.3,dry,77.40248149447481,16.19179905694086,race_007_barcelona,7
70,17.8,9.8,dry,53.626671488424094,23.632109795391873,race_007_barcelona,7
75,18.2,10.2,dry,62.37613823526354,12.190027299540585,race_007_barcelona,7
80,18.1,10.1,dry,73.39157194684762,23.263806032557476,race_007_barcelona,7
85,18.0,10.0,dry,53.14346368126254,21.128648432699425,race_007_barcelona,7
90,17.8,9.8,dry,65.77975866278986,17.909105180908853,race_007_barcelona,7
95,18.2,10.2,dry,51.36284555716445,17.370834745608008,race_007_barcelona,7
100,18.6,10.6,dry,41.46862906592533,17.81827093254198,race_007_barcelona,7
105,18.8,10.8,dry,68.25981117436115,12.681408410699362,race_007_barcelona,7
110,19.0,11.0,dry,62.02722238466479,12.449840526471878,race_007_barcelona,7
115,19.4,11.4,dry,76.3269634381914,24.099332493500892,race_007_barcelona,7
120,19.2,11.2,dry,54.521660520868494,12.65830739672385,race_007_barcelona,7
125,19.3,11.3,dry,58.88341826660245,13.288281835274569,race_007_barcelona,7
130,18.9,10.9,dry,79.15394566820072,18.09766109595534,race_007_barcelona,7
135,18.5,10.5,dry,59.5793293989944,17.429001237372752,race_007_barcelona,7
140,18.1,10.1,dry,45.02012426672335,13.287968632579792,race_007_barcelona,7
145,18.3,10.3,dry,49.2864492593856,11.728228637368176,race_007_barcelona,7
150,18.2,10.2,dry,79.1389534048678,13.888021297101215,race_007_barcelona,7
155,18.6,10.6,dry,43.17284848727639,24.364722027113107,race_007_barcelona,7
160,19.0,11.0,dry,61.0483597396892,5.045683705583796,race_007_barcelona,7
165,19.0,11.0,dry,66.04367830552147,7.234330269841253,race_007_barcelona,7
170,19.0,11.0,dry,59.90639004397801,17.719117100782853,race_007_barcelona,7
175,19.5,11.5,dry,55.114103998479564,20.910614140715733,race_007_barcelona,7
180,19.3,11.3,dry,53.010422014199165,14.97298499189064,race_007_barcelona,7
185,19.3,11.3,dry,54.51598145771265,7.108775549351258,race_007_barcelona,7
190,19.1,11.1,dry,60.52923535569598,19.896156045870725,race_007_barcelona,7
195,19.1,11.1,dry,40.482637127273556,23.017215853583576,race_007_barcelona,7
200,19.0,11.0,dry,76.81202109925192,22.687451839512104,race_007_barcelona,7
205,18.6,10.6,dry,41.47428083222441,6.5406602915136585,race_007_barcelona,7
210,19.0,11.0,dry,54.974644499648484,8.169614596194725,race_007_barcelona,7
215,18.9,10.9,dry,50.05215065869811,14.160343106382742,race_007_barcelona,7
220,18.7,10.7,dry,75.01790010928016,13.237238662254544,race_007_barcelona,7
225,18.7,10.7,dry,40.173270445399666,20.73760273828731,race_007_barcelona,7
230,18.6,10.6,dry,50.03335678822303,22.105814797544664,race_007_barcelona,7
235,18.7,10.7,dry,69.84142887720822,8.811231270482761,race_007_barcelona,7
240,18.8,10.8,dry,75.91685080143178,10.737559544646825,race_007_barcelona,7
245,18.8,10.8,dry,42.44453055733629,15.123846168526098,race_007_barcelona,7
250,18.9,10.9,dry,55.145347952078794,10.431949206643074,race_007_barcelona,7
255,19.3,11.3,dry,41.3149219538098,17.473498695830685,race_007_barcelona,7
260,19.3,11.3,dry,47.50556910694317,12.154656396136556,race_007_barcelona,7
265,19.3,11.3,dry,60.20623983621406,9.152541797834239,race_007_barcelona,7
270,19.2,11.2,dry,41.46770622616866,6.784142397352122,race_007_barcelona,7
275,19.5,11.5,dry,77.30759256075785,13.915530112148424,race_007_barcelona,7
280,19.1,11.1,dry,57.64404521818987,11.493660574637625,race_007_barcelona,7
285,19.1,11.1,dry,60.79840403076798,13.783099973969264,race_007_barcelona,7
290,18.8,10.8,dry,70.65244124203753,9.79939997958148,race_007_barcelona,7
295,19.3,11.3,damp,59.6000188469077,5.014966630611546,race_007_barcelona,7
300,19.0,11.0,damp,44.518263240806945,20.6074792268978,race_007_barcelona,7
305,18.7,10.7,damp,52.83566630498768,22.962084172377264,race_007_barcelona,7
310,18.2,10.2,damp,57.84599708546982,17.29656478985779,race_007_barcelona,7
315,17.9,9.9,damp,65.95968559653477,20.810758098977367,race_007_barcelona,7
320,17.9,9.9,damp,42.169573243121285,5.393647946961124,race_007_barcelona,7
325,17.4,9.4,damp,52.944843088640816,9.429723555758736,race_007_barcelona,7
330,17.2,9.2,damp,42.043392617814696,24.344615467133288,race_007_barcelona,7
335,17.4,9.4,damp,72.5888116820876,8.815922034052866,race_007_barcelona,7
340,17.7,9.7,damp,56.4993489483936,18.9583490262462,race_007_barcelona,7
345,18.0,10.0,damp,49.9326628218446,23.843443203191494,race_007_barcelona,7
350,18.2,10.2,damp,66.71360892221726,16.681928508397696,race_007_barcelona,7
355,18.1,10.1,damp,47.946361854910265,23.354049515088768,race_007_barcelona,7
360,18.0,10.0,damp,48.21049788376398,22.24550262975739,race_007_barcelona,7
365,17.6,9.6,damp,58.59126977242426,22.12449859876641,race_007_barcelona,7
370,17.8,9.8,damp,54.779881436800466,19.30852733710385,race_007_barcelona,7
375,17.8,9.8,damp,46.28723819818954,15.680573711332,race_007_barcelona,7
380,17.8,9.8,damp,56.982570228474565,23.630889191834925,race_007_barcelona,7
385,17.5,9.5,damp,66.31579612144245,18.087839437961932,race_007_barcelona,7
390,17.5,9.5,damp,48.66317641585127,8.887398255606346,race_007_barcelona,7
395,17.5,9.5,damp,49.729874958712415,19.85603426482811,race_007_barcelona,7
400,17.2,9.2,damp,57.34434870201816,15.58088097359635,race_007_barcelona,7
405,17.0,9.0,damp,75.04456585490931,24.63782897578306,race_007_barcelona,7
410,17.3,9.3,damp,49.360412654457456,12.072376673063749,race_007_barcelona,7
415,17.1,9.1,damp,58.98693931011909,19.467904831194453,race_007_barcelona,7
420,16.9,8.9,damp,76.63360227519766,17.738057656061684,race_007_barcelona,7
425,17.0,9.0,damp,72.41393718195866,16.130932609660093,race_007_barcelona,7
430,17.3,9.3,damp,77.14462894008675,23.621789487380738,race_007_barcelona,7
435,17.4,9.4,damp,57.31052697603724,7.606650086838986,race_007_barcelona,7
440,17.2,9.2,damp,41.2331062479698,6.1524701415318095,race_007_barcelona,7
445,16.8,8.8,damp,74.13942643707207,5.058529279953254,race_007_barcelona,7
450,16.5,8.5,damp,76.16859883408912,12.29463933999183,race_007_barcelona,7
455,16.8,8.8,damp,41.30234777191963,23.325497252262284,race_007_barcelona,7
460,17.1,9.1,damp,58.86068403793829,21.714667106925877,race_007_barcelona,7
465,17.2,9.2,damp,40.34667808546421,22.31074406352923,race_007_barcelona,7
470,17.1,9.1,damp,42.21774156792079,12.091101133200777,race_007_barcelona,7
475,16.9,8.9,damp,68.68996028167818,11.943045090710635,race_007_barcelona,7
