car_number,lap_number,pit_time_seconds,fuel_added,tire_change,driver_change,stint_completed,elapsed_time_seconds,race_id,race_index
72,38,97.557,98.8,True,False,1,4090.857,race_008_monza,8
72,76,81.822,98.2,True,False,2,8286.374,race_008_monza,8
72,114,82.694,99.0,True,True,3,12467.585,race_008_monza,8
72,152,79.942,99.3,True,False,4,16649.066,race_008_monza,8
72,190,94.919,98.8,True,False,5,20833.685,race_008_monza,8
72,228,98.042,98.6,True,False,6,25030.354,race_008_monza,8
98,38,82.808,98.6,True,False,1,4203.952,race_008_monza,8
98,76,81.785,98.4,True,True,2,8495.62,race_008_monza,8
98,114,82.211,98.6,True,False,3,12782.157,race_008_monza,8
98,152,80.996,98.8,True,False,4,17075.559,race_008_monza,8
98,190,83.143,98.7,True,False,5,21366.376,race_008_monza,8
98,228,80.861,99.0,True,False,6,25651.359,race_008_monza,8
93,38,81.886,98.6,True,False,1,4160.712,race_008_monza,8
93,76,81.303,98.5,True,False,2,8405.753,race_008_monza,8
93,114,95.203,99.1,True,True,3,12655.186,race_008_monza,8
93,152,97.094,99.4,True,False,4,16909.716,race_008_monza,8
93,190,80.866,98.9,True,False,5,21173.647,race_008_monza,8
93,228,79.679,98.7,True,False,6,25422.149,race_008_monza,8
79,38,81.583,98.8,True,False,1,4138.541,race_008_monza,8
79,76,82.592,98.5,True,True,2,8362.492,race_008_monza,8
79,114,79.371,98.6,True,False,3,12578.602,race_008_monza,8
79,152,95.087,98.2,True,True,4,16801.025,race_008_monza,8
79,190,83.76,99.7,True,False,5,21039.097,race_008_monza,8
79,228,80.829,98.8,True,True,6,25261.355,race_008_monza,8
64,38,80.951,98.6,True,False,1,4175.851,race_008_monza,8
64,76,80.31,98.1,True,False,2,8438.969,race_008_monza,8
64,114,96.495,99.0,True,False,3,12699.228,race_008_monza,8
64,152,79.412,98.5,True,True,4,16972.884,race_008_monza,8
64,190,82.273,98.8,True,False,5,21232.051,race_008_monza,8
64,228,95.607,99.4,True,False,6,25495.33,race_008_monza,8
73,38,96.48,98.6,True,False,1,4171.389,race_008_monza,8
73,76,81.963,98.6,True,False,2,8431.455,race_008_monza,8
73,114,79.772,98.5,True,True,3,12682.194,race_008_monza,8
73,152,82.001,98.7,True,False,4,16933.59,race_008_monza,8
73,190,82.323,98.7,True,False,5,21189.341,race_008_monza,8
73,228,81.864,98.8,True,True,6,25440.758,race_008_monza,8
96,38,82.623,98.8,True,True,1,4123.109,race_008_monza,8
96,76,79.936,98.3,True,True,2,8339.557,race_008_monza,8
96,114,94.922,98.5,True,False,3,12552.777,race_008_monza,8
96,152,79.645,99.2,True,False,4,16770.66,race_008_monza,8
96,190,80.971,99.0,True,False,5,20975.751,race_008_monza,8
96,228,95.306,99.1,True,False,6,25179.629,race_008_monza,8
97,38,95.369,99.4,True,True,1,4183.695,race_008_monza,8
97,76,98.012,99.2,True,True,2,8473.466,race_008_monza,8
97,114,79.023,97.9,True,False,3,12761.547,race_008_monza,8
97,152,80.334,98.6,True,False,4,17034.029,race_008_monza,8
97,190,97.947,98.3,True,False,5,21304.311,race_008_monza,8
97,228,82.344,99.8,True,False,6,25591.775,race_008_monza,8
91,38,81.067,98.2,True,True,1,4204.692,race_008_monza,8
91,76,79.294,98.5,True,True,2,8490.761,race_008_monza,8
91,114,97.264,99.1,True,False,3,12775.739,race_008_monza,8
91,152,82.439,98.8,True,False,4,17080.229,race_008_monza,8
91,190,80.861,99.3,True,False,5,21371.497,race_008_monza,8
91,228,79.382,98.1,True,True,6,25660.394,race_008_monza,8
53,38,82.885,98.4,True,True,1,4099.296,race_008_monza,8
53,76,95.809,98.1,True,False,2,8286.435,race_008_monza,8
53,114,83.072,98.6,True,False,3,12482.109,race_008_monza,8
53,152,95.433,98.8,True,True,4,16668.341,race_008_monza,8
53,190,80.174,98.5,True,False,5,20861.566,race_008_monza,8
53,228,80.844,98.8,True,False,6,25040.702,race_008_monza,8
63,38,82.618,99.5,True,False,1,4168.982,race_008_monza,8
