time_minutes,track_temp_c,air_temp_c,condition,humidity_pct,wind_speed_kph,race_id,race_index
0,31.8,23.8,dry,43.4150335403533,14.765816430669027,race_006_daytona,6
5,32.2,24.2,dry,48.67534077461479,13.012424890986276,race_006_daytona,6
10,32.2,24.2,dry,58.94522057230406,16.271482509308328,race_006_daytona,6
15,32.3,24.3,dry,70.32074318875594,22.143329739838602,race_006_daytona,6
20,32.3,24.3,dry,66.43657564264578,16.009988484693014,race_006_daytona,6
25,32.6,24.6,dry,41.55012302705349,21.16671273839271,race_006_daytona,6
30,32.9,24.9,dry,58.21758455727668,12.952982856419354,race_006_daytona,6
35,33.4,25.4,dry,42.377067621705656,5.066985138050779,race_006_daytona,6
40,33.5,25.5,dry,59.15180251981357,24.658170451842196,race_006_daytona,6
45,33.2,25.2,dry,79.07039202926696,19.230038187043796,race_006_daytona,6
50,33.4,25.4,dry,40.61622590770371,8.369483095117001,race_006_daytona,6
55,33.0,25.0,dry,62.59276249908727,17.855570859144432,race_006_daytona,6
60,32.6,24.6,dry,76.07383361279179,7.959361185468525,race_006_daytona,6
65,32.9,24.9,dry,72.97711013671767,17.759309689281793,race_006_daytona,6
70,32.9,24.9,dry,71.84644100035804,21.039482190746906,race_006_daytona,6
75,32.5,24.5,dry,46.798851618857206,15.55007976354737,race_006_daytona,6
80,32.7,24.7,dry,77.4361222467733,10.63958052799655,race_006_daytona,6
85,33.1,25.1,dry,45.676806397177366,16.774061731388457,race_006_daytona,6
90,33.1,25.1,dry,51.73809300638192,18.587482440530508,race_006_daytona,6
95,32.9,24.9,dry,65.25992908046996,5.439669733274785,race_006_daytona,6
100,32.8,24.8,dry,70.04930535843567,12.993253364428302,race_006_daytona,6
105,32.7,24.7,dry,64.59558778072575,18.544949799830032,race_006_daytona,6
110,33.1,25.1,dry,42.359962259349004,21.66950018552487,race_006_daytona,6
115,33.4,25.4,dry,77.79865934461097,8.467345300187388,race_006_daytona,6
120,33.5,25.5,dry,57.22958712172351,24.257459401049353,race_006_daytona,6
125,33.9,25.9,dry,46.33420904129893,22.177268357633395,race_006_daytona,6
130,34.3,26.3,damp,62.97205152485837,8.4346952773494,race_006_daytona,6
135,33.8,25.8,damp,42.585993853524755,9.298991229006388,race_006_daytona,6
140,33.7,25.7,damp,49.800174857778494,17.46153022309998,race_006_daytona,6
145,33.5,25.5,damp,67.7346229034568,8.076011383285373,race_006_daytona,6
150,33.6,25.6,damp,76.11205236299345,18.221602584772302,race_006_daytona,6
155,33.9,25.9,damp,71.84895654569299,19.72730255152806,race_006_daytona,6
160,33.9,25.9,damp,66.67595850397703,6.618068887727797,race_006_daytona,6
165,33.9,25.9,damp,53.31348269929704,10.436252426737305,race_006_daytona,6
170,34.2,26.2,damp,46.58064678740596,12.95940490639206,race_006_daytona,6
175,34.0,26.0,damp,64.78302297567518,9.490711195627458,race_006_daytona,6
180,33.7,25.7,damp,51.362424847955104,21.084985580547446,race_006_daytona,6
185,33.6,25.6,damp,67.8467024722487,11.823181095208744,race_006_daytona,6
190,33.7,25.7,damp,67.23971068120264,7.834014301197496,race_006_daytona,6
195,33.3,25.3,damp,47.80583768226111,8.425560773615231,race_006_daytona,6
200,33.6,25.6,damp,53.053585327734645,21.28994564702111,race_006_daytona,6
205,33.4,25.4,damp,59.82159470243558,20.42801619105031,race_006_daytona,6
210,33.8,25.8,damp,53.911140156432054,9.749745747176643,race_006_daytona,6
215,33.9,25.9,damp,63.13377711213266,23.597802497733223,race_006_daytona,6
220,34.4,26.4,damp,65.78992897617749,12.310559596035034,race_006_daytona,6
225,34.8,26.8,damp,59.51356748079929,24.231620782933337,race_006_daytona,6
230,34.7,26.7,damp,57.45140908804167,17.997536990202626,race_006_daytona,6
235,34.6,26.6,damp,40.17408086964045,13.577826366116417,race_006_daytona,6
240,34.8,26.8,damp,47.460116827652946,17.05758671614064,race_006_daytona,6
