time_minutes,track_temp_c,air_temp_c,condition,humidity_pct,wind_speed_kph,race_id,race_index
0,20.2,12.2,dry,66.6532988489387,10.101135106736066,race_004_road_america,4
5,20.0,12.0,dry,67.15181497329216,13.047425679113694,race_004_road_america,4
10,19.6,11.6,dry,48.28366513098406,11.451799074419096,race_004_road_america,4
15,19.7,11.7,dry,58.73329989344348,8.75491456301859,race_004_road_america,4
20,19.5,11.5,dry,43.79078632618451,14.83526314064045,race_004_road_america,4
25,20.0,12.0,dry,46.451152828857225,11.098265914487273,race_004_road_america,4
30,20.1,12.1,dry,69.32478002309051,5.788396057725325,race_004_road_america,4
35,19.8,11.8,dry,57.782018677977405,21.795449785189632,race_004_road_america,4
40,19.8,11.8,dry,70.52782411310322,23.817554584814566,race_004_road_america,4
45,20.0,12.0,dry,76.29815608933943,18.694453762783013,race_004_road_america,4
50,19.7,11.7,dry,69.4904372888002,9.744431576910905,race_004_road_america,4
55,20.1,12.1,dry,57.32400958006278,19.45510414480075,race_004_road_america,4
60,20.3,12.3,dry,51.91537907869177,16.419714137504023,race_004_road_america,4
65,20.4,12.4,dry,58.130609761689485,24.800141907418237,race_004_road_america,4
70,20.1,12.1,dry,43.15415780799568,24.347777491050866,race_004_road_america,4
75,20.0,12.0,dry,42.9902674249533,6.489060135024363,race_004_road_america,4
80,19.9,11.9,dry,45.155411857209444,9.726202101003164,race_004_road_america,4
85,19.8,11.8,dry,53.82136324459994,7.953057264418685,race_004_road_america,4
90,19.7,11.7,dry,74.97105175159747,23.588477724013927,race_004_road_america,4
95,19.3,11.3,dry,56.54280403803251,24.296038011752444,race_004_road_america,4
100,19.4,11.4,dry,70.13864975341829,18.106044370800753,race_004_road_america,4
105,19.3,11.3,dry,44.37981312924946,11.180649880591005,race_004_road_america,4
110,19.4,11.4,dry,70.02600461307293,22.405143902539265,race_004_road_america,4
115,19.8,11.8,dry,59.13504514546082,13.219685758874576,race_004_road_america,4
120,19.7,11.7,dry,65.14477951946334,13.38339963397569,race_004_road_america,4
125,19.3,11.3,dry,75.15581979752639,9.673484166150763,race_004_road_america,4
130,19.4,11.4,dry,63.318377601089736,19.576249957005142,race_004_road_america,4
135,19.5,11.5,dry,53.01510164475836,11.264342669037672,race_004_road_america,4
140,19.3,11.3,dry,79.33341769004646,8.275288122063325,race_004_road_america,4
145,19.8,11.8,dry,52.29531397826213,15.976859452687208,race_004_road_america,4
150,20.0,12.0,dry,60.42806405239226,24.4446940757608,race_004_road_america,4
155,19.8,11.8,dry,72.26082946366401,22.54402296563949,race_004_road_america,4
160,19.9,11.9,dry,61.3837761863134,12.062818408809022,race_004_road_america,4
165,19.4,11.4,dry,79.1574142226753,13.31863912829874,race_004_road_america,4
170,19.7,11.7,dry,77.23271490443986,6.100875920444697,race_004_road_america,4
175,19.2,11.2,dry,63.561389624641805,22.74505436196712,race_004_road_america,4
180,18.9,10.9,dry,79.63709211348493,12.62114747356351,race_004_road_america,4
185,19.3,11.3,dry,65.43618267956305,18.19625522089546,race_004_road_america,4
190,19.7,11.7,dry,64.86807768885762,21.872809282024047,race_004_road_america,4
195,19.7,11.7,dry,74.64975430042927,20.98561759060498,race_004_road_america,4
200,19.6,11.6,dry,47.45367358957475,12.178029677767668,race_004_road_america,4
205,19.3,11.3,dry,72.26334677698398,23.625536269913795,race_004_road_america,4
210,19.5,11.5,dry,71.90577990829163,21.48142008312941,race_004_road_america,4
215,19.8,11.8,dry,79.89987709495509,6.752939750178775,race_004_road_america,4
220,19.7,11.7,dry,54.59498482895701,24.097921796869862,race_004_road_america,4
225,19.9,11.9,dry,50.24921501006821,23.46292789445171,race_004_road_america,4
230,19.4,11.4,dry,62.41536303836652,22.555057752026105,race_004_road_america,4
235,19.3,11.3,dry,50.514892465499685,24.528645537984538,race_004_road_america,4
240,19.5,11.5,dry,61.03827354457179,12.709379349144562,race_004_road_america,4
245,19.5,11.5,dry,70.47389321561876,13.030276286091937,race_004_road_america,4
250,19.3,11.3,dry,72.7358641245506,5.628718364354615,race_004_road_america,4
255,19.1,11.1,dry,65.02176771175547,9.716861336143165,race_004_road_america,4
260,19.1,11.1,dry,42.220296666828936,20.578229720955363,race_004_road_america,4
265,19.1,11.1,dry,78.14612362795228,19.59592957864274,race_004_road_america,4
270,18.8,10.8,dry,65.66617875285196,21.283605958228616,race_004_road_america,4
275,18.6,10.6,dry,73.63001117089557,8.442294421902737,race_004_road_america,4
280,18.7,10.7,dry,72.46923918695545,5.4258751813482515,race_004_road_america,4
285,18.8,10.8,dry,73.69739899353591,14.595595131628457,race_004_road_america,4
290,18.4,10.4,dry,74.51523260591084,16.33923217473716,race_004_road_america,4
295,18.5,10.5,dry,46.755985793606904,24.07530372929798,race_004_road_america,4
300,18.9,10.9,dry,40.866112022519914,21.003475595716186,race_004_road_america,4
305,19.0,11.0,dry,63.81690376320856,19.614633675668806,race_004_road_america,4
310,19.3,11.3,dry,66.24920191463747,14.647468326858457,race_004_road_america,4
315,19.7,11.7,dry,73.33833745118173,5.887939513122418,race_004_road_america,4
320,19.4,11.4,dry,64.73005292458427,8.732306145877967,race_004_road_america,4
325,19.5,11.5,dry,53.67045017633756,15.14320155717241,race_004_road_america,4
330,19.8,11.8,dry,52.337293564956425,15.671942667266435,race_004_road_america,4
