time_minutes,track_temp_c,air_temp_c,condition,humidity_pct,wind_speed_kph,race_id,race_index
0,28.7,20.7,dry,44.10971114292847,23.87284856368582,race_002_monza,2
5,28.7,20.7,dry,47.943195377452554,16.888983736368615,race_002_monza,2
10,29.2,21.2,dry,40.96674499922179,14.626066669106333,race_002_monza,2
15,28.9,20.9,dry,62.78497595772236,5.10166569398428,race_002_monza,2
20,29.1,21.1,dry,75.34405859895557,24.086389663920766,race_002_monza,2
25,29.3,21.3,dry,57.38713284347221,22.717989910957467,race_002_monza,2
30,29.1,21.1,dry,64.6774790328358,7.067050217563089,race_002_monza,2
35,29.0,21.0,dry,52.465098772366034,20.0407937273205,race_002_monza,2
40,29.3,21.3,dry,71.07581466835077,9.304570299743723,race_002_monza,2
45,29.7,21.7,dry,73.79591550307424,23.44978967546081,race_002_monza,2
50,30.0,22.0,dry,63.927525463285065,13.653961591272004,race_002_monza,2
55,30.2,22.2,dry,45.13041366304293,17.88740993227627,race_002_monza,2
60,29.9,21.9,dry,44.224688256103306,5.146189874478495,race_002_monza,2
65,29.7,21.7,dry,68.03902757733218,13.273710694666727,race_002_monza,2
70,29.3,21.3,dry,69.048466950431,23.109019686269473,race_002_monza,2
75,28.9,20.9,dry,69.14416200834205,10.843950885520163,race_002_monza,2
80,28.9,20.9,dry,63.85307920707463,12.571106789031397,race_002_monza,2
85,28.5,20.5,dry,58.72775624279701,8.630695134587011,race_002_monza,2
90,28.0,20.0,dry,53.274069393251125,9.28995640693829,race_002_monza,2
95,27.6,19.6,dry,54.20449881603058,21.535701444448264,race_002_monza,2
100,27.2,19.2,damp,52.17133214292921,20.47793432992914,race_002_monza,2
105,27.4,19.4,damp,49.08332853087278,20.13640853257033,race_002_monza,2
110,27.3,19.3,damp,68.59139683295521,21.30955643265875,race_002_monza,2
115,27.4,19.4,damp,60.1296517141634,9.827365427817792,race_002_monza,2
120,27.3,19.3,damp,41.00497334403962,18.382828086423654,race_002_monza,2
125,27.6,19.6,damp,63.19928152771625,10.459004895415127,race_002_monza,2
130,27.2,19.2,damp,57.6590463435408,8.379469612534526,race_002_monza,2
135,27.7,19.7,damp,52.85924202548891,24.356053590040748,race_002_monza,2
140,27.5,19.5,damp,59.74349013076399,20.05684542233164,race_002_monza,2
145,27.7,19.7,damp,74.19043297367645,5.849548776850346,race_002_monza,2
150,27.9,19.9,damp,79.22403543265672,12.200704712798442,race_002_monza,2
155,28.0,20.0,damp,45.8562436667989,15.280763941865725,race_002_monza,2
160,27.9,19.9,damp,49.29000153202311,19.70128693565023,race_002_monza,2
165,28.1,20.1,damp,58.87559223626471,16.493215112692983,race_002_monza,2
170,27.9,19.9,damp,74.02232145472269,5.777623958314663,race_002_monza,2
175,28.2,20.2,damp,61.389045858200554,8.415587642636615,race_002_monza,2
180,28.4,20.4,damp,59.93163353306744,7.252426244640311,race_002_monza,2
185,28.2,20.2,damp,67.80773139504491,22.450098249654435,race_002_monza,2
190,27.7,19.7,damp,47.60054107833209,12.289358159774121,race_002_monza,2
195,27.7,19.7,damp,49.74192426097958,22.872624529354624,race_002_monza,2
200,28.1,20.1,damp,78.768230924671,15.571256666508464,race_002_monza,2
205,28.3,20.3,damp,74.04598087234237,17.08894834708368,race_002_monza,2
210,28.2,20.2,damp,72.82918401484845,9.740985936524458,race_002_monza,2
215,27.8,19.8,damp,67.47374714124268,19.900467630126233,race_002_monza,2
220,27.8,19.8,damp,66.82495219887261,18.545163188139966,race_002_monza,2
225,28.1,20.1,damp,50.594759222703544,20.03382518766794,race_002_monza,2
230,27.8,19.8,damp,49.76901216410529,15.796310100490656,race_002_monza,2
235,27.8,19.8,damp,59.62281768453632,19.455431931659817,race_002_monza,2
240,28.0,20.0,damp,55.4954122101091,13.492327282945958,race_002_monza,2
245,27.6,19.6,damp,44.27243681854868,21.692660964108804,race_002_monza,2
