car_number,class,car_model,manufacturer,team,fuel_capacity,fuel_consumption,base_lap_time,driver_skill,tire_degradation_factor,race_id,race_index
82,LMGT3,M4 GT3,BMW,Endurance Racing,120,2.8,115.0,1.0070292566201422,0.9544712182202946,race_010_sebring,10
64,LMGT3,M4 GT3,BMW,Endurance Sport,120,2.8,115.0,0.9937321469017036,1.014401972701983,race_010_sebring,10
85,LMGT3,R8 LMS GT3 EVO II,Audi,Performance Factory,120,2.8,115.0,0.9913685199496116,1.0449337806650005,race_010_sebring,10
90,LMGT3,RC F GT3,Lexus,Competition Factory,120,2.8,115.0,0.9863068067509505,0.9887972962422762,race_010_sebring,10
74,LMGT3,HuracÃ¡n GT3 EVO2,Lamborghini,Competition Works,120,2.8,115.0,1.0035997470588927,0.998779579131284,race_010_sebring,10
57,LMGT3,911 GT3 R (992),Porsche,Racing Factory,120,2.8,115.0,0.9869737354409648,0.9718182561183211,race_010_sebring,10
52,LMGT3,Vantage GT3,Aston Martin,Performance Racing,120,2.8,115.0,1.0058698217682023,0.9749831409142334,race_010_sebring,10
89,LMGT3,HuracÃ¡n GT3 EVO2,Lamborghini,Competition Sport,120,2.8,115.0,0.9964099194440642,0.9547725782996429,race_010_sebring,10
98,LMGT3,720S GT3 Evo,McLaren,Motorsport Team,120,2.8,115.0,0.9929419318414385,0.9792201758710104,race_010_sebring,10
60,LMGT3,720S GT3 Evo,McLaren,Performance Team,120,2.8,115.0,0.9978164201173405,0.9560274805628536,race_010_sebring,10
56,LMGT3,911 GT3 R (992),Porsche,Endurance Team,120,2.8,115.0,1.010185535673627,1.0228710830441174,race_010_sebring,10
119,LMGT3,GT3 Evo,Mercedes-AMG,Racing Works,120,2.8,115.0,1.0025904375489816,1.0214121395411906,race_010_sebring,10
62,LMGT3,R8 LMS GT3 EVO II,Audi,Competition Team,120,2.8,115.0,1.0032942432220076,1.0139139113599056,race_010_sebring,10
46,LMGT3,720S GT3 Evo,McLaren,Endurance Sport,120,2.8,115.0,1.0118079491421956,1.0369490559904344,race_010_sebring,10
81,LMGT3,720S GT3 Evo,McLaren,Racing Factory,120,2.8,115.0,0.9939996759298064,0.9807899727307984,race_010_sebring,10
91,LMGT3,720S GT3 Evo,McLaren,Racing Works,120,2.8,115.0,1.0041489573988491,0.9872148178721301,race_010_sebring,10
122,LMGT3,RC F GT3,Lexus,Endurance Factory,120,2.8,115.0,1.014550985590406,1.021159341990652,race_010_sebring,10
83,LMGT3,296 GT3,Ferrari,Competition Factory,120,2.8,115.0,0.9969210728091986,1.0377158938034228,race_010_sebring,10
93,LMGT3,720S GT3 Evo,McLaren,Racing Sport,120,2.8,115.0,0.980764128245354,0.9957573181848538,race_010_sebring,10
23,LMGT3,R8 LMS GT3 EVO II,Audi,Endurance Factory,120,2.8,115.0,0.9867645516733006,1.0342874728194187,race_010_sebring,10
37,LMP2,R8 LMS GT3 EVO II,Audi,Competition Racing,120,2.6599999999999997,108.1,0.9849782323774066,1.0242920541061677,race_010_sebring,10
38,LMP2,720S GT3 Evo,McLaren,Performance Racing,120,2.6599999999999997,108.1,1.0139040422279204,0.9674385406925552,race_010_sebring,10
21,LMP2,RC F GT3,Lexus,Competition Works,120,2.6599999999999997,108.1,0.9908565179268651,1.042142313479614,race_010_sebring,10
171,LMP2,Vantage GT3,Aston Martin,Endurance Works,120,2.6599999999999997,108.1,1.0059818870544313,0.9816844816722872,race_010_sebring,10
183,LMP2,M4 GT3,BMW,Competition Sport,120,2.6599999999999997,108.1,0.9966015082170987,0.9664418690591446,race_010_sebring,10
44,LMP2,720S GT3 Evo,McLaren,Motorsport Factory,120,2.6599999999999997,108.1,0.9878563611713034,0.9697190041950475,race_010_sebring,10
48,LMP2,R8 LMS GT3 EVO II,Audi,Motorsport Team,120,2.6599999999999997,108.1,1.0141033163014368,1.0188974550784122,race_010_sebring,10
34,LMP2,Vantage GT3,Aston Martin,Racing Racing,120,2.6599999999999997,108.1,0.9840877443427107,0.9826726285269755,race_010_sebring,10
43,LMP2,R8 LMS GT3 EVO II,Audi,Racing Factory,120,2.6599999999999997,108.1,1.0032232231122091,0.9511923225907076,race_010_sebring,10
50,Hypercar,RC F GT3,Lexus,Competition Factory,120,2.38,101.2,0.9887092930559226,1.0198483268170409,race_010_sebring,10
113,Hypercar,Z NISMO GT3,Nissan,Performance Works,120,2.38,101.2,0.9909814341223769,0.987696360045925,race_010_sebring,10
1,Hypercar,R8 LMS GT3 EVO II,Audi,Competition Racing,120,2.38,101.2,0.981666199173693,0.9574212060626522,race_010_sebring,10
7,Hypercar,R8 LMS GT3 EVO II,Audi,Performance Sport,120,2.38,101.2,0.9901328171019432,0.9528594337529569,race_010_sebring,10
147,Hypercar,HuracÃ¡n GT3 EVO2,Lamborghini,Competition Factory,120,2.38,101.2,0.9869794981676235,0.9963681609922339,race_010_sebring,10
131,Hypercar,720S GT3 Evo,McLaren,Endurance Sport,120,2.38,101.2,1.0121633150079654,1.0152048108555707,race_010_sebring,10
51,Hypercar,720S GT3 Evo,McLaren,Racing Team,120,2.38,101.2,1.0161598220957262,1.0137070826118455,race_010_sebring,10
