car_number,lap_number,pit_time_seconds,fuel_added,tire_change,driver_change,stint_completed,elapsed_time_seconds,race_id,race_index
70,21,52.075,46.2,True,False,1,1927.202,race_007_barcelona,7
70,42,52.881,46.3,True,False,2,3908.307,race_007_barcelona,7
70,63,54.178,46.2,True,False,3,6074.736,race_007_barcelona,7
70,84,52.488,45.9,True,False,4,8056.097,race_007_barcelona,7
70,105,52.061,45.9,True,False,5,10034.854,race_007_barcelona,7
70,126,68.368,46.3,True,False,6,12252.33,race_007_barcelona,7
70,147,51.586,45.9,True,True,7,14248.79,race_007_barcelona,7
70,168,67.821,46.5,True,False,8,16227.363,race_007_barcelona,7
70,190,53.07,48.1,True,True,9,18373.171,race_007_barcelona,7
70,213,69.163,50.5,True,False,10,20749.175,race_007_barcelona,7
70,236,68.393,50.0,True,False,11,23140.246,race_007_barcelona,7
70,259,54.193,50.7,True,False,12,25528.876,race_007_barcelona,7
70,282,54.975,51.1,True,True,13,27905.14,race_007_barcelona,7
69,22,53.942,48.8,True,False,1,2044.727,race_007_barcelona,7
69,44,53.954,48.6,True,False,2,4137.583,race_007_barcelona,7
69,66,55.163,48.4,True,True,3,6373.04,race_007_barcelona,7
69,88,52.159,48.0,True,False,4,8471.283,race_007_barcelona,7
69,110,53.897,48.5,True,True,5,10564.743,race_007_barcelona,7
69,132,69.669,48.5,True,False,6,12890.792,race_007_barcelona,7
69,154,67.901,48.5,True,True,7,14999.944,race_007_barcelona,7
69,176,52.163,48.1,True,False,8,17113.662,race_007_barcelona,7
69,200,54.75,52.4,True,True,9,19567.222,race_007_barcelona,7
69,225,70.78,55.3,True,True,10,22177.391,race_007_barcelona,7
69,250,72.284,55.2,True,False,11,24800.832,race_007_barcelona,7
69,275,56.095,55.2,True,False,12,27425.147,race_007_barcelona,7
60,22,67.928,48.2,True,False,1,2084.911,race_007_barcelona,7
60,44,53.356,48.5,True,True,2,4234.611,race_007_barcelona,7
60,66,53.665,48.0,True,False,3,6557.473,race_007_barcelona,7
60,88,52.547,48.3,True,False,4,8694.186,race_007_barcelona,7
60,110,55.513,48.8,True,False,5,10826.696,race_007_barcelona,7
60,132,68.626,49.0,True,False,6,13193.01,race_007_barcelona,7
60,154,53.415,48.0,True,False,7,15340.449,race_007_barcelona,7
60,176,52.864,48.1,True,False,8,17473.05,race_007_barcelona,7
60,201,73.08,55.4,True,True,9,20111.525,race_007_barcelona,7
60,226,56.513,55.2,True,True,10,22786.855,race_007_barcelona,7
60,251,57.594,55.2,True,True,11,25445.534,race_007_barcelona,7
60,276,58.438,54.9,True,False,12,28110.153,race_007_barcelona,7
91,22,55.019,48.3,True,True,1,2092.837,race_007_barcelona,7
91,44,53.576,48.3,True,False,2,4234.585,race_007_barcelona,7
91,66,55.625,48.5,True,False,3,6567.38,race_007_barcelona,7
91,88,67.33,48.1,True,True,4,8713.38,race_007_barcelona,7
91,110,69.866,48.3,True,True,5,10866.398,race_007_barcelona,7
91,132,53.046,48.7,True,False,6,13259.378,race_007_barcelona,7
91,154,67.589,48.5,True,False,7,15398.249,race_007_barcelona,7
91,176,55.858,48.7,True,True,8,17553.243,race_007_barcelona,7
91,200,57.721,53.0,True,True,9,20109.289,race_007_barcelona,7
91,224,56.974,52.5,True,False,10,22670.055,race_007_barcelona,7
91,248,55.281,52.7,True,True,11,25233.55,race_007_barcelona,7
91,272,54.96,52.8,True,True,12,27796.742,race_007_barcelona,7
85,22,54.544,48.7,True,False,1,2062.509,race_007_barcelona,7
85,44,67.45,48.6,True,True,2,4175.657,race_007_barcelona,7
85,66,55.218,48.7,True,False,3,6449.537,race_007_barcelona,7
85,88,70.513,48.5,True,True,4,8561.997,race_007_barcelona,7
85,110,54.953,48.2,True,True,5,10692.28,race_007_barcelona,7
85,132,54.422,49.0,True,False,6,13040.182,race_007_barcelona,7
85,154,68.03,48.1,True,True,7,15155.861,race_007_barcelona,7
85,176,53.688,48.5,True,False,8,17285.394,race_007_barcelona,7
85,200,54.8,52.2,True,False,9,19780.524,race_007_barcelona,7
85,225,55.604,55.0,True,True,10,22417.888,race_007_barcelona,7
85,250,74.32,55.5,True,False,11,25048.404,race_007_barcelona,7
85,275,57.532,55.2,True,True,12,27701.291,race_007_barcelona,7
63,23,69.859,50.0,True,False,1,2117.019,race_007_barcelona,7
63,46,53.951,50.3,True,False,2,4305.525,race_007_barcelona,7
63,69,56.284,50.0,True,True,3,6621.017,race_007_barcelona,7
63,92,53.493,50.8,True,False,4,8795.486,race_007_barcelona,7
63,115,54.919,50.5,True,False,5,10971.376,race_007_barcelona,7
63,138,56.127,50.3,True,False,6,13371.288,race_007_barcelona,7
63,161,69.981,50.5,True,False,7,15545.703,race_007_barcelona,7
63,184,69.089,50.6,True,False,8,17735.522,race_007_barcelona,7
63,209,59.221,55.2,True,False,9,20340.154,race_007_barcelona,7
63,234,73.482,55.5,True,True,10,22927.622,race_007_barcelona,7
63,259,73.609,55.0,True,True,11,25532.316,race_007_barcelona,7
63,284,56.13,54.9,True,True,12,28132.54,race_007_barcelona,7
54,21,53.485,46.2,True,False,1,1961.83,race_007_barcelona,7
54,42,51.369,46.1,True,False,2,3979.293,race_007_barcelona,7
54,63,53.38,46.2,True,False,3,6178.274,race_007_barcelona,7
54,84,52.901,46.8,True,True,4,8189.922,race_007_barcelona,7
54,105,54.753,46.3,True,True,5,10206.769,race_007_barcelona,7
54,126,68.003,46.1,True,False,6,12455.624,race_007_barcelona,7
54,147,53.735,46.2,True,False,7,14480.577,race_007_barcelona,7
54,168,52.262,46.0,True,True,8,16493.152,race_007_barcelona,7
54,190,56.011,48.5,True,False,9,18683.937,race_007_barcelona,7
54,214,57.909,53.4,True,True,10,21202.185,race_007_barcelona,7
54,238,54.557,53.1,True,True,11,23722.731,race_007_barcelona,7
54,262,72.841,53.1,True,True,12,26243.093,race_007_barcelona,7
58,22,55.853,48.4,True,True,1,2058.787,race_007_barcelona,7
58,44,54.651,47.9,True,False,2,4174.984,race_007_barcelona,7
58,66,67.347,48.4,True,False,3,6470.81,race_007_barcelona,7
58,88,68.587,48.2,True,False,4,8597.587,race_007_barcelona,7
58,110,54.129,48.6,True,True,5,10721.969,race_007_barcelona,7
58,132,69.851,48.5,True,False,6,13063.192,race_007_barcelona,7
58,154,68.816,48.4,True,False,7,15191.826,race_007_barcelona,7
58,176,69.999,48.7,True,False,8,17315.342,race_007_barcelona,7
58,200,56.787,52.6,True,True,9,19821.139,race_007_barcelona,7
58,224,58.275,53.2,True,True,10,22345.56,race_007_barcelona,7
58,248,56.248,52.7,True,True,11,24867.651,race_007_barcelona,7
58,272,69.992,53.0,True,False,12,27388.315,race_007_barcelona,7
71,22,70.229,48.7,True,False,1,2046.187,race_007_barcelona,7
71,44,55.722,48.5,True,False,2,4161.122,race_007_barcelona,7
71,66,68.524,48.4,True,True,3,6449.396,race_007_barcelona,7
71,88,54.683,48.3,True,False,4,8563.991,race_007_barcelona,7
71,110,53.543,48.2,True,True,5,10662.451,race_007_barcelona,7
71,132,69.049,48.9,True,False,6,12991.626,race_007_barcelona,7
71,154,53.595,49.0,True,True,7,15104.812,race_007_barcelona,7
71,176,71.097,48.3,True,False,8,17205.404,race_007_barcelona,7
71,200,54.325,52.6,True,False,9,19682.093,race_007_barcelona,7
71,224,71.478,53.3,True,True,10,22192.083,race_007_barcelona,7
71,248,71.725,52.7,True,False,11,24721.118,race_007_barcelona,7
71,272,58.187,52.5,True,False,12,27242.913,race_007_barcelona,7
67,22,55.21,48.1,True,False,1,2034.903,race_007_barcelona,7
67,44,69.337,48.3,True,False,2,4124.265,race_007_barcelona,7
67,66,52.995,48.3,True,False,3,6410.088,race_007_barcelona,7
67,88,53.284,48.6,True,False,4,8492.251,race_007_barcelona,7
67,110,70.995,48.3,True,False,5,10576.349,race_007_barcelona,7
67,132,54.743,48.4,True,False,6,12911.925,race_007_barcelona,7
67,154,68.167,48.0,True,True,7,15000.151,race_007_barcelona,7
67,176,53.983,48.5,True,True,8,17103.114,race_007_barcelona,7
67,200,57.669,52.8,True,True,9,19542.466,race_007_barcelona,7
67,225,72.839,54.6,True,False,10,22140.627,race_007_barcelona,7
67,250,56.056,55.0,True,False,11,24756.268,race_007_barcelona,7
67,275,59.112,55.4,True,False,12,27359.555,race_007_barcelona,7
68,23,56.367,50.6,True,False,1,2124.889,race_007_barcelona,7
68,46,56.206,51.0,True,False,2,4302.066,race_007_barcelona,7
68,69,56.676,50.5,True,False,3,6618.356,race_007_barcelona,7
68,92,53.62,50.5,True,False,4,8792.149,race_007_barcelona,7
68,115,68.156,50.0,True,False,5,10967.908,race_007_barcelona,7
68,138,70.278,50.9,True,False,6,13385.134,race_007_barcelona,7
68,161,54.525,50.5,True,False,7,15579.126,race_007_barcelona,7
68,184,55.857,50.5,True,False,8,17757.811,race_007_barcelona,7
68,209,55.542,55.1,True,True,9,20351.991,race_007_barcelona,7
68,234,59.186,54.4,True,True,10,22942.495,race_007_barcelona,7
68,259,58.392,54.8,True,False,11,25529.483,race_007_barcelona,7
68,284,73.846,55.1,True,False,12,28121.642,race_007_barcelona,7
61,23,69.563,50.6,True,False,1,2122.243,race_007_barcelona,7
61,46,57.231,50.7,True,True,2,4311.297,race_007_barcelona,7
61,69,55.528,50.2,True,True,3,6626.533,race_007_barcelona,7
61,92,56.794,50.9,True,False,4,8799.649,race_007_barcelona,7
61,115,54.876,50.5,True,True,5,10978.069,race_007_barcelona,7
61,138,53.485,50.1,True,False,6,13378.175,race_007_barcelona,7
61,161,53.595,50.3,True,False,7,15553.904,race_007_barcelona,7
61,184,55.63,50.5,True,True,8,17727.386,race_007_barcelona,7
61,209,70.729,55.2,True,False,9,20317.571,race_007_barcelona,7
61,234,74.439,55.1,True,False,10,22917.995,race_007_barcelona,7
61,259,74.003,55.1,True,False,11,25522.885,race_007_barcelona,7
61,284,72.647,55.1,True,True,12,28125.089,race_007_barcelona,7
7,22,54.339,48.5,True,False,1,2059.515,race_007_barcelona,7
7,44,54.162,48.0,True,False,2,4172.809,race_007_barcelona,7
7,66,67.799,47.9,True,False,3,6470.435,race_007_barcelona,7
7,88,53.513,47.6,True,True,4,8601.823,race_007_barcelona,7
7,110,52.791,48.7,True,True,5,10717.08,race_007_barcelona,7
7,132,52.608,48.5,True,False,6,13064.29,race_007_barcelona,7
7,154,54.289,48.2,True,True,7,15182.137,race_007_barcelona,7
7,176,54.885,48.3,True,True,8,17302.017,race_007_barcelona,7
7,200,70.324,52.9,True,False,9,19799.349,race_007_barcelona,7
7,224,56.888,52.9,True,False,10,22342.731,race_007_barcelona,7
7,248,58.411,52.9,True,True,11,24877.953,race_007_barcelona,7
7,272,69.768,52.6,True,True,12,27415.494,race_007_barcelona,7
86,22,53.816,48.5,True,False,1,2069.307,race_007_barcelona,7
86,44,52.894,48.5,True,False,2,4188.158,race_007_barcelona,7
86,66,52.82,48.8,True,False,3,6444.741,race_007_barcelona,7
86,88,54.242,48.3,True,False,4,8563.05,race_007_barcelona,7
86,110,69.483,48.0,True,False,5,10683.841,race_007_barcelona,7
86,132,53.638,48.6,True,True,6,13051.195,race_007_barcelona,7
86,154,55.139,48.3,True,True,7,15169.652,race_007_barcelona,7
86,176,55.446,48.3,True,False,8,17292.076,race_007_barcelona,7
86,200,72.379,52.9,True,False,9,19785.65,race_007_barcelona,7
86,224,70.816,52.4,True,False,10,22336.791,race_007_barcelona,7
86,248,54.51,52.5,True,False,11,24887.265,race_007_barcelona,7
86,272,58.202,53.2,True,False,12,27422.253,race_007_barcelona,7
94,22,70.323,48.3,True,True,1,2046.01,race_007_barcelona,7
94,44,70.728,48.4,True,False,2,4163.687,race_007_barcelona,7
94,66,68.924,48.4,True,False,3,6465.19,race_007_barcelona,7
94,88,54.89,48.4,True,False,4,8581.067,race_007_barcelona,7
94,110,52.42,48.3,True,True,5,10677.661,race_007_barcelona,7
94,132,69.517,48.7,True,False,6,13002.601,race_007_barcelona,7
94,154,54.538,48.0,True,False,7,15121.186,race_007_barcelona,7
94,176,54.861,48.2,True,False,8,17221.988,race_007_barcelona,7
94,200,55.351,52.5,True,True,9,19692.545,race_007_barcelona,7
94,225,72.341,54.7,True,True,10,22307.345,race_007_barcelona,7
94,250,57.742,55.3,True,False,11,24932.669,race_007_barcelona,7
94,275,56.396,55.4,True,False,12,27550.916,race_007_barcelona,7
59,22,52.256,48.1,True,True,1,2052.35,race_007_barcelona,7
59,44,53.726,47.7,True,False,2,4155.02,race_007_barcelona,7
59,66,52.58,48.2,True,True,3,6446.751,race_007_barcelona,7
59,88,54.533,48.9,True,False,4,8550.817,race_007_barcelona,7
59,110,70.64,48.5,True,False,5,10659.608,race_007_barcelona,7
59,132,52.619,49.2,True,False,6,13010.842,race_007_barcelona,7
59,154,67.104,48.2,True,False,7,15116.358,race_007_barcelona,7
59,176,53.521,48.1,True,True,8,17232.39,race_007_barcelona,7
59,199,56.611,50.1,True,True,9,19598.975,race_007_barcelona,7
59,223,72.241,53.3,True,False,10,22117.711,race_007_barcelona,7
59,247,58.398,53.1,True,True,11,24656.745,race_007_barcelona,7
59,271,57.189,52.2,True,False,12,27179.889,race_007_barcelona,7
92,21,51.193,45.4,True,False,1,1938.842,race_007_barcelona,7
92,42,68.436,46.2,True,False,2,3929.563,race_007_barcelona,7
92,63,53.171,46.2,True,False,3,6079.041,race_007_barcelona,7
92,84,52.394,46.4,True,True,4,8070.359,race_007_barcelona,7
92,105,55.174,46.6,True,False,5,10061.58,race_007_barcelona,7
92,126,69.146,46.4,True,True,6,12285.341,race_007_barcelona,7
92,147,69.44,46.3,True,False,7,14288.939,race_007_barcelona,7
92,168,54.244,46.6,True,False,8,16296.404,race_007_barcelona,7
92,190,67.927,48.7,True,False,9,18445.476,race_007_barcelona,7
92,214,71.479,52.8,True,False,10,20952.544,race_007_barcelona,7
92,238,54.206,52.4,True,False,11,23460.86,race_007_barcelona,7
92,262,57.001,53.0,True,False,12,25956.506,race_007_barcelona,7
92,286,55.782,52.7,True,False,13,28449.134,race_007_barcelona,7
99,22,68.602,48.2,True,False,1,2022.167,race_007_barcelona,7
99,44,52.41,48.1,True,True,2,4114.694,race_007_barcelona,7
99,66,54.862,48.1,True,True,3,6326.985,race_007_barcelona,7
99,88,55.408,48.2,True,False,4,8399.924,race_007_barcelona,7
99,110,52.897,48.6,True,False,5,10479.516,race_007_barcelona,7
99,132,55.019,48.5,True,True,6,12777.787,race_007_barcelona,7
99,154,69.419,48.6,True,False,7,14853.345,race_007_barcelona,7
99,176,67.634,48.4,True,False,8,16944.294,race_007_barcelona,7
99,199,56.307,50.4,True,False,9,19268.679,race_007_barcelona,7
99,223,69.885,53.0,True,False,10,21750.186,race_007_barcelona,7
99,247,54.971,53.0,True,False,11,24246.753,race_007_barcelona,7
99,271,57.97,52.9,True,True,12,26726.086,race_007_barcelona,7
33,21,67.327,43.6,True,False,1,1820.545,race_007_barcelona,7
33,42,53.112,44.0,True,False,2,3710.063,race_007_barcelona,7
33,63,66.159,43.9,True,False,3,5716.834,race_007_barcelona,7
33,84,52.69,43.9,True,False,4,7603.926,race_007_barcelona,7
33,105,52.925,44.1,True,True,5,9479.734,race_007_barcelona,7
33,126,50.652,43.9,True,True,6,11448.911,race_007_barcelona,7
33,147,51.936,43.6,True,True,7,13447.693,race_007_barcelona,7
33,168,68.605,44.3,True,False,8,15325.236,race_007_barcelona,7
33,189,52.133,43.3,True,False,9,17218.429,race_007_barcelona,7
33,212,53.524,47.9,True,False,10,19420.291,race_007_barcelona,7
33,236,54.292,50.4,True,False,11,21764.837,race_007_barcelona,7
33,260,54.51,50.5,True,False,12,24115.318,race_007_barcelona,7
33,284,56.406,50.0,True,False,13,26465.854,race_007_barcelona,7
49,21,52.082,43.9,True,True,1,1833.805,race_007_barcelona,7
49,42,52.487,44.0,True,False,2,3713.447,race_007_barcelona,7
49,63,68.983,44.2,True,True,3,5726.584,race_007_barcelona,7
49,84,65.835,43.8,True,True,4,7627.786,race_007_barcelona,7
49,105,68.216,43.7,True,True,5,9526.251,race_007_barcelona,7
49,126,51.614,43.8,True,False,6,11559.742,race_007_barcelona,7
49,147,67.437,43.9,True,True,7,13534.15,race_007_barcelona,7
49,168,52.263,44.0,True,False,8,15435.216,race_007_barcelona,7
49,189,53.152,43.4,True,False,9,17317.569,race_007_barcelona,7
49,212,54.123,48.3,True,False,10,19541.444,race_007_barcelona,7
49,236,56.1,50.1,True,False,11,21897.963,race_007_barcelona,7
49,260,69.21,50.3,True,True,12,24252.943,race_007_barcelona,7
49,284,69.975,50.2,True,True,13,26625.561,race_007_barcelona,7
39,22,66.558,45.7,True,False,1,1918.898,race_007_barcelona,7
39,44,66.049,45.6,True,True,2,3910.699,race_007_barcelona,7
39,66,53.139,45.9,True,True,3,6073.232,race_007_barcelona,7
39,88,51.846,46.1,True,True,4,8048.677,race_007_barcelona,7
39,110,53.941,45.9,True,False,5,10020.188,race_007_barcelona,7
39,132,53.378,46.1,True,False,6,12212.173,race_007_barcelona,7
39,154,68.392,46.0,True,False,7,14191.325,race_007_barcelona,7
39,176,69.871,46.3,True,False,8,16180.696,race_007_barcelona,7
39,198,54.596,46.4,True,False,9,18216.476,race_007_barcelona,7
39,222,56.325,49.9,True,False,10,20575.394,race_007_barcelona,7
39,246,55.022,50.0,True,False,11,22941.502,race_007_barcelona,7
39,270,56.617,50.1,True,False,12,25301.486,race_007_barcelona,7
39,294,57.168,51.1,True,False,13,27665.917,race_007_barcelona,7
26,21,67.113,44.0,True,False,1,1884.131,race_007_barcelona,7
26,42,51.937,43.9,True,False,2,3835.878,race_007_barcelona,7
26,63,53.191,43.7,True,False,3,5950.465,race_007_barcelona,7
26,84,49.767,43.2,True,False,4,7881.53,race_007_barcelona,7
26,105,66.963,44.5,True,True,5,9810.696,race_007_barcelona,7
26,126,52.803,44.2,True,True,6,11986.802,race_007_barcelona,7
26,147,52.638,44.2,True,False,7,13923.547,race_007_barcelona,7
26,168,65.943,43.9,True,True,8,15857.956,race_007_barcelona,7
26,189,53.269,44.1,True,False,9,17817.949,race_007_barcelona,7
26,212,69.67,47.4,True,False,10,20136.591,race_007_barcelona,7
26,235,52.86,47.4,True,False,11,22468.332,race_007_barcelona,7
26,258,53.704,48.4,True,True,12,24787.742,race_007_barcelona,7
26,281,55.146,48.5,True,False,13,27107.484,race_007_barcelona,7
46,22,66.865,46.1,True,True,1,1913.145,race_007_barcelona,7
46,44,51.164,45.4,True,True,2,3887.705,race_007_barcelona,7
46,66,66.759,45.9,True,True,3,5978.151,race_007_barcelona,7
46,88,53.441,45.5,True,False,4,7954.99,race_007_barcelona,7
46,110,51.637,45.6,True,True,5,9920.707,race_007_barcelona,7
46,132,53.161,46.2,True,False,6,12105.349,race_007_barcelona,7
46,154,52.623,46.1,True,False,7,14065.761,race_007_barcelona,7
46,176,66.907,46.1,True,True,8,16031.128,race_007_barcelona,7
46,199,51.831,47.6,True,False,9,18133.846,race_007_barcelona,7
46,224,56.376,52.4,True,False,10,20579.863,race_007_barcelona,7
46,249,55.382,52.2,True,False,11,23021.03,race_007_barcelona,7
46,274,58.243,52.5,True,False,12,25467.958,race_007_barcelona,7
46,299,71.509,52.7,True,False,13,27913.525,race_007_barcelona,7
24,22,54.619,46.4,True,False,1,1904.021,race_007_barcelona,7
24,44,68.494,46.2,True,False,2,3864.727,race_007_barcelona,7
24,66,54.346,45.9,True,False,3,5968.716,race_007_barcelona,7
24,88,54.103,46.0,True,False,4,7927.187,race_007_barcelona,7
24,110,54.124,46.6,True,False,5,9882.701,race_007_barcelona,7
24,132,66.081,45.6,True,False,6,12060.852,race_007_barcelona,7
24,154,66.198,45.7,True,True,7,14034.319,race_007_barcelona,7
24,176,69.181,45.6,True,False,8,16009.801,race_007_barcelona,7
24,198,52.987,45.7,True,False,9,18011.26,race_007_barcelona,7
24,222,56.446,50.2,True,False,10,20348.383,race_007_barcelona,7
24,246,53.993,50.1,True,True,11,22692.139,race_007_barcelona,7
24,270,71.759,50.1,True,False,12,25032.485,race_007_barcelona,7
24,294,53.055,50.0,True,True,13,27392.586,race_007_barcelona,7
45,21,53.145,43.4,True,False,1,1857.66,race_007_barcelona,7
45,42,66.969,43.5,True,False,2,3774.528,race_007_barcelona,7
45,63,50.924,44.2,True,False,3,5837.684,race_007_barcelona,7
45,84,51.96,43.9,True,True,4,7754.612,race_007_barcelona,7
45,105,68.778,44.5,True,False,5,9669.751,race_007_barcelona,7
45,126,53.062,43.2,True,True,6,11827.971,race_007_barcelona,7
45,147,51.684,43.7,True,False,7,13744.857,race_007_barcelona,7
45,168,68.809,44.2,True,False,8,15659.148,race_007_barcelona,7
45,189,66.901,43.8,True,True,9,17589.329,race_007_barcelona,7
45,212,54.969,47.4,True,False,10,19890.773,race_007_barcelona,7
45,235,55.55,48.0,True,False,11,22189.734,race_007_barcelona,7
45,258,54.729,48.0,True,False,12,24489.277,race_007_barcelona,7
45,281,69.384,47.8,True,False,13,26787.226,race_007_barcelona,7
37,23,70.277,47.9,True,False,1,2011.97,race_007_barcelona,7
37,46,54.082,48.1,True,False,2,4096.89,race_007_barcelona,7
37,69,52.237,48.3,True,False,3,6338.609,race_007_barcelona,7
37,92,53.491,48.1,True,False,4,8404.038,race_007_barcelona,7
