car_number,class,car_model,manufacturer,team,fuel_capacity,fuel_consumption,base_lap_time,driver_skill,tire_degradation_factor,race_id,race_index
68,LMGT3,911 GT3 R (992),Porsche,Motorsport Works,120,2.6,108.0,0.9846021826555912,1.010906653927948,race_002_monza,2
92,LMGT3,HuracÃ¡n GT3 EVO2,Lamborghini,Racing Works,120,2.6,108.0,0.9853356385674396,0.9740589619965349,race_002_monza,2
81,LMGT3,Z NISMO GT3,Nissan,Endurance Team,120,2.6,108.0,0.9930855622324456,1.0359137490948598,race_002_monza,2
77,LMGT3,RC F GT3,Lexus,Endurance Sport,120,2.6,108.0,1.006643608523921,1.0041162212283403,race_002_monza,2
85,LMGT3,Z NISMO GT3,Nissan,Performance Works,120,2.6,108.0,0.9811605529769744,1.0233748296280283,race_002_monza,2
53,LMGT3,GT3 Evo,Mercedes-AMG,Racing Team,120,2.6,108.0,0.9957980007372402,1.0302047118628668,race_002_monza,2
59,LMGT3,R8 LMS GT3 EVO II,Audi,Racing Racing,120,2.6,108.0,0.9901768450343952,0.9556884936651151,race_002_monza,2
33,LMGT3,RC F GT3,Lexus,Performance Factory,120,2.6,108.0,1.0146659456359681,0.9721028995884371,race_002_monza,2
67,LMGT3,RC F GT3,Lexus,Endurance Racing,120,2.6,108.0,0.9961995779218904,0.9816096471018209,race_002_monza,2
54,LMGT3,R8 LMS GT3 EVO II,Audi,Racing Factory,120,2.6,108.0,0.9830665079998578,1.0343224694229705,race_002_monza,2
61,LMGT3,911 GT3 R (992),Porsche,Racing Racing,120,2.6,108.0,1.0139575659097946,1.0471465091435388,race_002_monza,2
20,LMGT3,Vantage GT3,Aston Martin,Endurance Factory,120,2.6,108.0,0.9954150765758055,1.0454488125108665,race_002_monza,2
87,LMGT3,296 GT3,Ferrari,Racing Team,120,2.6,108.0,0.9978303344335887,1.0169724651721808,race_002_monza,2
79,LMGT3,Z NISMO GT3,Nissan,Competition Sport,120,2.6,108.0,0.9833000019878863,1.0397098579981534,race_002_monza,2
180,LMGT3,RC F GT3,Lexus,Performance Racing,120,2.6,108.0,0.9919201400275505,0.9762304822596382,race_002_monza,2
55,LMGT3,GT3 Evo,Mercedes-AMG,Competition Team,120,2.6,108.0,0.9802051819625782,1.0043202515280405,race_002_monza,2
95,LMGT3,Z NISMO GT3,Nissan,Motorsport Factory,120,2.6,108.0,0.9990238546802901,1.0136373677571522,race_002_monza,2
170,LMGT3,296 GT3,Ferrari,Racing Sport,120,2.6,108.0,1.0191281653632802,1.0408662757831089,race_002_monza,2
99,LMGT3,720S GT3 Evo,McLaren,Competition Works,120,2.6,108.0,1.0164061230312063,1.0025255671107145,race_002_monza,2
80,LMGT3,911 GT3 R (992),Porsche,Performance Factory,120,2.6,108.0,0.9841607579941904,0.9680914595257901,race_002_monza,2
31,LMP2,296 GT3,Ferrari,Motorsport Team,120,2.4699999999999998,101.52,1.0181216088394698,0.9911952983386358,race_002_monza,2
38,LMP2,GT3 Evo,Mercedes-AMG,Competition Team,120,2.4699999999999998,101.52,1.0146006848242872,1.0172177279476176,race_002_monza,2
114,LMP2,RC F GT3,Lexus,Endurance Team,120,2.4699999999999998,101.52,1.0051514318352865,0.9775558776648952,race_002_monza,2
28,LMP2,GT3 Evo,Mercedes-AMG,Racing Racing,120,2.4699999999999998,101.52,1.0158698907896344,0.9706891371343365,race_002_monza,2
44,LMP2,911 GT3 R (992),Porsche,Competition Team,120,2.4699999999999998,101.52,0.9961762097230163,1.0493572492394103,race_002_monza,2
35,LMP2,RC F GT3,Lexus,Competition Works,120,2.4699999999999998,101.52,1.0094290832602848,0.9945061412489683,race_002_monza,2
47,LMP2,HuracÃ¡n GT3 EVO2,Lamborghini,Performance Team,120,2.4699999999999998,101.52,1.0024265267777495,0.9911255489086636,race_002_monza,2
22,LMP2,911 GT3 R (992),Porsche,Motorsport Works,120,2.4699999999999998,101.52,1.0090795196787194,0.9899196885904075,race_002_monza,2
41,LMP2,M4 GT3,BMW,Endurance Works,120,2.4699999999999998,101.52,1.0068058065880954,1.0204715607880541,race_002_monza,2
51,Hypercar,Vantage GT3,Aston Martin,Endurance Works,120,2.21,95.04,1.0043823948503618,1.0040034464181655,race_002_monza,2
7,Hypercar,HuracÃ¡n GT3 EVO2,Lamborghini,Competition Team,120,2.21,95.04,0.9882432740365321,0.9699161476622702,race_002_monza,2
50,Hypercar,GT3 Evo,Mercedes-AMG,Motorsport Racing,120,2.21,95.04,1.0118295545926417,0.9790332777770756,race_002_monza,2
83,Hypercar,911 GT3 R (992),Porsche,Motorsport Sport,120,2.21,95.04,1.006238513112954,0.9799616775807025,race_002_monza,2
6,Hypercar,M4 GT3,BMW,Motorsport Racing,120,2.21,95.04,0.9857791351369132,0.9903956666980469,race_002_monza,2
58,Hypercar,R8 LMS GT3 EVO II,Audi,Racing Works,120,2.21,95.04,0.9924107810737836,0.9743398016280962,race_002_monza,2
1,Hypercar,RC F GT3,Lexus,Racing Team,120,2.21,95.04,1.003524161706335,0.974534325296336,race_002_monza,2
