time_minutes,track_temp_c,air_temp_c,condition,humidity_pct,wind_speed_kph,race_id,race_index
0,27.2,19.2,dry,63.77220060977856,15.455139150966481,race_008_monza,8
5,27.4,19.4,dry,64.0275820514081,24.397997008224948,race_008_monza,8
10,27.5,19.5,dry,70.45826957980667,6.31568310885708,race_008_monza,8
15,27.9,19.9,dry,75.99408239553101,15.60582228629791,race_008_monza,8
20,27.4,19.4,dry,62.65417261210367,23.50493094722571,race_008_monza,8
25,27.0,19.0,dry,69.6728044873705,6.438753133281658,race_008_monza,8
30,27.2,19.2,dry,58.16533545756105,15.18259432927956,race_008_monza,8
35,27.7,19.7,dry,75.87268455983101,18.28274203107738,race_008_monza,8
40,27.6,19.6,dry,40.44493945433182,12.622157008879233,race_008_monza,8
45,27.5,19.5,dry,72.40570090099516,12.661381085135686,race_008_monza,8
50,27.4,19.4,dry,73.43289002515564,20.477560275856224,race_008_monza,8
55,27.2,19.2,dry,62.264636337903355,23.6052485992653,race_008_monza,8
60,27.2,19.2,dry,52.05268521813548,20.94323723156069,race_008_monza,8
65,26.7,18.7,dry,53.675196646090654,11.341116159878213,race_008_monza,8
70,26.7,18.7,dry,47.25889471637202,8.761852928066174,race_008_monza,8
75,27.2,19.2,dry,65.50888958729087,21.5154179123433,race_008_monza,8
80,27.5,19.5,dry,45.23350541845369,6.279145836456861,race_008_monza,8
85,27.6,19.6,dry,47.03246010360365,22.52092892980231,race_008_monza,8
90,27.5,19.5,dry,66.19534963931686,11.319032032993997,race_008_monza,8
95,27.0,19.0,dry,62.187010644499274,12.050224637095134,race_008_monza,8
100,26.8,18.8,dry,62.74487032844977,7.05435957769396,race_008_monza,8
105,26.9,18.9,dry,48.75021338835362,13.889432286194548,race_008_monza,8
110,26.7,18.7,dry,78.78946326604103,6.395731319723579,race_008_monza,8
115,26.8,18.8,dry,42.55513621713339,23.530559556226585,race_008_monza,8
120,26.6,18.6,dry,76.56288459539847,12.876372919289484,race_008_monza,8
125,26.4,18.4,dry,44.03108839599761,17.33895610512371,race_008_monza,8
130,26.0,18.0,dry,50.00094815750019,5.012321788530949,race_008_monza,8
135,26.2,18.2,dry,67.59582355143601,11.22608958095347,race_008_monza,8
140,26.7,18.7,dry,66.89387695956287,20.235936142164558,race_008_monza,8
145,27.1,19.1,dry,72.66185432792211,22.861111651638772,race_008_monza,8
150,27.2,19.2,dry,44.48138934569914,24.33828723682753,race_008_monza,8
155,26.7,18.7,dry,63.41937130672663,20.191166926287472,race_008_monza,8
160,26.6,18.6,dry,41.84394668127702,12.617228737648263,race_008_monza,8
165,26.7,18.7,dry,70.34121202183266,8.152952084622921,race_008_monza,8
170,26.4,18.4,dry,74.43514464333492,14.916549240694586,race_008_monza,8
175,26.8,18.8,dry,40.66493294217254,17.5244712343386,race_008_monza,8
180,26.7,18.7,dry,51.908604121393445,6.792381566591088,race_008_monza,8
185,26.5,18.5,dry,54.89465105040168,16.5039584352079,race_008_monza,8
190,26.9,18.9,dry,40.59102279733048,14.21303330646925,race_008_monza,8
195,26.9,18.9,dry,43.272727890843676,8.179279616854423,race_008_monza,8
200,26.7,18.7,dry,59.62142607877544,6.09365696041813,race_008_monza,8
205,26.6,18.6,dry,64.5633738372599,6.651864630142983,race_008_monza,8
210,26.7,18.7,dry,45.69849516657361,19.747796649110725,race_008_monza,8
215,27.2,19.2,dry,47.77387324692581,6.822470528156344,race_008_monza,8
220,27.0,19.0,dry,49.02460811976908,15.724846905108688,race_008_monza,8
225,27.0,19.0,dry,61.86002763767493,24.75494745558685,race_008_monza,8
230,26.8,18.8,dry,56.72816498077065,16.603868528991196,race_008_monza,8
